"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"4007","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","e"
"1356","f","f","w","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","k","a","e"
"732","x","f","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1540","f","s","w","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"7055","b","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","o","v","e"
"2277","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","k","y","e"
"1098","x","s","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1518","f","f","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"8036","b","f","w","FALSE","n","FALSE","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"1922","f","f","g","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"2972","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","e"
"3272","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"3457","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"2257","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","e"
"4557","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"21","b","s","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2784","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1592","x","f","g","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","e"
"7627","x","s","w","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7136","x","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","o","o","p","n","v","e"
"1027","x","f","n","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","e"
"3973","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","e"
"2833","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","e"
"2254","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","e"
"2230","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","e"
"1465","x","f","n","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"3579","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","e"
"4558","x","y","u","FALSE","n","FALSE","c","n","u","e","?","s","f","w","w","p","w","o","f","h","v","e"
"1879","f","s","n","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","e"
"261","f","y","n","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","e"
"3253","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","e"
"3237","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","e"
"5217","k","y","b","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1044","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"3151","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","e"
"2670","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","e"
"716","b","y","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"8075","b","f","g","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"2526","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","k","v","e"
"5281","k","y","p","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"464","x","y","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"5625","x","y","b","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"7745","k","f","w","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","e"
"3724","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"83","f","f","g","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","e"
"85","x","y","y","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"2137","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"201","x","y","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3837","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"589","s","f","g","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","e"
"501","x","s","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"993","x","s","n","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","e"
"3208","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","e"
"7920","f","y","p","TRUE","n","FALSE","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","e"
"1661","f","f","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","e"
"914","f","f","g","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"3502","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","y","e"
"3434","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","e"
"7254","x","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","o","v","e"
"2508","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","e"
"2182","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","e"
"191","x","f","w","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","e"
"2588","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","k","v","e"
"1616","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","e"
"2706","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","e"
"2170","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","e"
"8104","k","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","o","c","e"
"2841","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1692","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"7500","x","s","g","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"474","s","f","g","FALSE","n","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","k","y","e"
"2889","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","e"
"1605","f","f","w","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"293","x","s","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1411","x","f","n","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1741","x","f","w","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1780","x","s","n","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","e"
"2160","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","e"
"349","f","s","g","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","e"
"516","x","f","w","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1310","f","s","g","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","e"
"2664","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","e"
"767","x","s","w","TRUE","l","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1537","x","s","g","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1437","b","y","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"5725","f","s","e","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"2203","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","e"
"7724","k","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","y","c","e"
"3925","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","e"
"2263","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","e"
"3325","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","e"
"1143","f","f","w","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1828","f","f","w","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1161","b","y","w","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1134","f","s","w","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","e"
"536","x","f","w","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1140","x","s","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","e"
"5621","x","f","c","FALSE","n","FALSE","w","n","w","e","b","s","f","w","n","p","w","o","e","w","v","e"
"1822","x","f","n","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"2581","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","e"
"1795","x","f","n","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"4927","k","s","b","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"3789","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","e"
"1902","x","s","w","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"7406","b","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","y","v","e"
"5346","x","f","n","FALSE","n","FALSE","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","e"
"4994","f","s","b","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"1505","f","f","w","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","a","e"
"634","x","y","n","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"1878","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","e"
"2876","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","e"
"820","b","y","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"2329","x","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"2367","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","k","v","e"
"7914","b","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","o","o","p","o","v","e"
"1905","x","f","g","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1326","f","s","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1649","x","s","w","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"3539","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"955","f","f","n","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"452","b","s","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"3016","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","e"
"7574","b","s","g","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"3205","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","e"
"4653","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","n","y","e"
"2988","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","e"
"3","b","s","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"226","b","y","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2288","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","e"
"1750","f","s","w","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"3345","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","e"
"5583","f","y","n","FALSE","n","FALSE","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","e"
"5699","f","s","n","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"1679","f","s","n","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1856","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","e"
"2475","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","n","y","e"
"7209","k","f","g","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"3741","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","e"
"189","b","y","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"2585","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1821","f","s","n","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","e"
"5529","f","y","r","FALSE","n","FALSE","c","n","h","e","?","s","f","w","w","p","w","o","f","h","v","e"
"706","f","y","y","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"1174","x","f","n","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","k","v","e"
"2879","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","n","y","e"
"7623","b","f","g","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"3187","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","e"
"3563","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"4139","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"1526","x","s","n","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","e"
"714","b","y","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"3336","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","e"
"2345","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","e"
"2408","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","n","y","e"
"3577","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"3130","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","e"
"129","x","s","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"7861","b","s","w","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
"1075","f","y","y","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"2502","x","f","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","e"
"5300","x","f","c","FALSE","n","FALSE","w","n","w","e","b","s","s","w","n","p","w","o","e","w","v","e"
"2982","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","e"
"485","f","s","w","TRUE","a","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"925","f","f","w","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
"3370","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","k","y","e"
"1529","x","y","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"3916","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","e"
"8019","x","s","w","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"260","b","y","w","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"775","f","f","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1739","f","s","w","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","k","s","e"
"3003","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","e"
"4077","f","y","u","FALSE","n","FALSE","c","n","h","e","?","s","f","w","w","p","w","o","f","h","y","e"
"1512","f","s","g","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1015","f","f","g","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1311","f","f","w","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","e"
"393","b","y","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"2898","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"3839","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","e"
"58","b","s","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"3564","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","e"
"1467","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","n","y","e"
"864","x","y","w","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"3064","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","e"
"3701","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","e"
"1219","f","f","w","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"2616","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","e"
"7104","b","s","w","FALSE","n","FALSE","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"2584","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","v","e"
"1652","x","s","w","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","e"
"2476","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","e"
"6069","x","f","w","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"1377","f","f","w","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"7027","x","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","o","o","p","n","c","e"
"3306","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","e"
"2434","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","e"
"4292","k","s","p","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"2973","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","e"
"677","f","f","g","FALSE","n","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","e"
"2294","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","k","v","e"
"4135","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","e"
"1280","f","s","w","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"2122","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","n","y","e"
"3538","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","e"
"562","x","s","y","TRUE","a","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"742","b","s","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1259","f","s","w","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"7480","b","f","g","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","e"
"2652","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1583","x","f","g","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"2653","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","e"
"8","b","y","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"4877","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","e"
"2795","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","e"
"1781","x","f","g","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","e"
"2177","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","e"
"667","f","y","n","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","e"
"1298","x","s","g","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"729","b","s","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3800","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","e"
"3519","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","e"
"2282","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","e"
"3871","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","e"
"1545","x","f","w","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"2966","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","v","e"
"2144","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","e"
"3553","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","e"
"3428","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","y","e"
"333","b","y","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1389","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","e"
"3828","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","e"
"1623","f","s","n","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","e"
"919","f","f","n","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","n","a","e"
"3812","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","v","e"
"7631","k","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","b","v","e"
"6915","b","s","g","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"1706","x","f","n","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","e"
"282","b","y","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"2691","f","s","n","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"2304","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","e"
"2528","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","e"
"940","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","e"
"530","f","y","y","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"7355","b","s","w","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"8037","k","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","b","v","e"
"1397","x","s","w","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","e"
"3732","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","e"
"7753","k","f","g","FALSE","n","FALSE","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","e"
"3420","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","e"
"1425","x","s","g","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"969","x","s","n","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","e"
"3262","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","e"
"1935","x","f","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
